AML	-0.6	0.48990	[-1, -1, -1, 0, -1, -1, 0, 0, -1, 0]
ATH	2.0	1.54919	[1, 1, 3, 2, 1, 1, 1, 1, 3, 6]
ATL	-2.2	0.60000	[-2, -3, -2, -2, -3, -2, -2, -2, -3, -1]
ALT	-0.2	0.40000	[0, 0, 0, 0, 0, 0, -1, 0, -1, 0]
CMC	0.2	0.74833	[0, 0, 1, -1, 1, 1, 0, 1, 0, -1]
FIAT	0.5	0.67082	[1, 1, 0, 1, 0, 1, 1, 0, 1, -1]
MCAP	1.0	0.77460	[2, 1, 1, 1, 1, 1, 2, 1, 1, -1]
BUIDL	-2.6	0.48990	[-2, -2, -2, -3, -3, -3, -2, -3, -3, -3]
FOMO	2.6	0.66332	[2, 3, 2, 3, 2, 3, 3, 2, 4, 2]
HODL	2.0	0.77460	[2, 2, 2, 2, 3, 2, 3, 2, 2, 0]
BTD	-1.0	1.18322	[0, -1, -1, -1, -1, -2, -2, -2, -2, 2]
BTFD	-1.7	0.78102	[-2, -3, -2, -2, -2, -1, -2, -1, -2, 0]
DYOR	-1.0	0.63246	[0, -2, -2, -1, -1, -1, -1, -1, -1, 0]
FUD	-4.0	1.78885	[-4, -3, -4, -3, -2, -4, -3, -4, -4, -9]
FUDster	-3.1	0.53852	[-2, -3, -4, -3, -3, -3, -3, -4, -3, -3]
ELI5	0.2	0.74833	[0, -1, 0, 1, 0, -1, 1, 1, 0, 1]
JOMO	-2.8	0.97980	[-3, -4, -2, -2, -3, -2, -2, -2, -3, -5]
KYC	-1.0	0.89443	[-1, -1, 0, -1, -1, 0, -2, -1, 0, -3]
Lambo	3.2	0.60000	[4, 3, 3, 3, 4, 4, 3, 3, 3, 2]
TLT	-1.6	0.48990	[-2, -1, -2, -1, -2, -2, -2, -1, -2, -1]
OCO	1.0	0.44721	[1, 1, 1, 1, 1, 1, 1, 1, 2, 0]
AMA	0.5	0.92195	[1, 1, 1, 1, 1, 0, 1, 1, 0, -2]
REKT	-4.0	0.77460	[-4, -4, -4, -4, -3, -3, -4, -4, -4, -6]
TOR	0.0	1.18322	[-1, 0, 0, -1, -1, 1, 0, 0, -1, 3]
CT	0.0	0.63246	[0, 0, 0, -1, 0, 0, 1, -1, 0, 1]
SODLing	-3.1	0.30000	[-3, -3, -3, -3, -3, -3, -3, -3, -3, -4]
Mooning	3.2	0.60000	[4, 3, 3, 3, 3, 3, 4, 3, 4, 2]
Bagholders	-2.8	0.60000	[-2, -3, -3, -4, -3, -2, -3, -2, -3, -3]
Pump	0.5	0.67082	[1, 0, 0, 0, 0, 1, 1, 0, 0, 2]
dump	0.5	0.67082	[1, 1, 0, 0, 1, 1, 1, 0, 1, -1]
whale	1.0	0.44721	[1, 1, 0, 1, 1, 1, 2, 1, 1, 1]
shill	-0.5	0.50000	[-1, 0, -1, -1, 0, 0, 0, -1, 0, -1]
Vaporware	0.5	0.50000	[0, 1, 1, 0, 1, 1, 0, 0, 1, 0]
cryptosis	1.0	1.09545	[1, 0, 1, 1, 1, 1, 0, 1, 0, 4]
